frame,vehicle_type,id,bbox
366,2,8,"[[137.863037109375, 223.02218627929688, 184.3016357421875, 258.40509033203125]]"
367,2,8,"[[135.53619384765625, 224.75564575195312, 183.16912841796875, 261.14404296875]]"
368,2,8,"[[133.32249450683594, 227.32362365722656, 181.517333984375, 264.1304016113281]]"
369,2,8,"[[131.27203369140625, 228.5792694091797, 180.45443725585938, 266.32843017578125]]"
370,2,8,"[[128.83193969726562, 231.63192749023438, 178.06716918945312, 269.308349609375]]"
371,2,8,"[[127.45310974121094, 234.18106079101562, 176.95216369628906, 272.08709716796875]]"
372,2,8,"[[124.72319030761719, 236.19097900390625, 175.63558959960938, 275.37060546875]]"
373,2,8,"[[121.75333404541016, 238.81532287597656, 172.99044799804688, 278.310791015625]]"
374,2,8,"[[118.90518188476562, 240.8792266845703, 172.04421997070312, 282.1164245605469]]"
375,2,8,"[[115.4195327758789, 243.46792602539062, 169.294921875, 285.62359619140625]]"
376,2,8,"[[112.93379211425781, 247.12803649902344, 166.6304473876953, 289.1349182128906]]"
377,2,8,"[[109.0671157836914, 249.11886596679688, 165.30307006835938, 293.07623291015625]]"
378,2,8,"[[105.61170959472656, 251.11614990234375, 163.9541778564453, 296.99908447265625]]"
379,2,8,"[[103.15946197509766, 254.41380310058594, 162.14918518066406, 300.8370361328125]]"
380,2,8,"[[98.917236328125, 257.58343505859375, 159.02142333984375, 304.7622375488281]]"
381,2,8,"[[95.83321380615234, 260.7646179199219, 156.80296325683594, 308.58428955078125]]"
382,2,8,"[[91.7886734008789, 263.6171875, 154.87948608398438, 313.2718811035156]]"
383,2,8,"[[89.02658081054688, 267.1096496582031, 152.78506469726562, 317.483642578125]]"
384,2,8,"[[86.20484161376953, 270.59173583984375, 150.81788635253906, 321.84912109375]]"
385,2,8,"[[81.84832763671875, 274.4259948730469, 147.94570922851562, 327.0067443847656]]"
386,2,8,"[[77.83715057373047, 277.583740234375, 146.3902130126953, 332.5202331542969]]"
387,2,8,"[[73.695068359375, 281.90643310546875, 142.828125, 337.3721008300781]]"
388,2,8,"[[69.8305435180664, 285.7437744140625, 140.6318359375, 342.8367919921875]]"
388,2,9,"[[596.4391479492188, 276.0906066894531, 636.4995727539062, 321.5157775878906]]"
389,2,8,"[[64.21176147460938, 289.9170227050781, 137.1094970703125, 348.6421203613281]]"
389,2,9,"[[592.8165283203125, 271.4088439941406, 632.0420532226562, 315.4725036621094]]"
390,2,8,"[[58.929019927978516, 293.72802734375, 133.9873809814453, 354.25469970703125]]"
390,2,9,"[[588.5902099609375, 265.6082763671875, 628.8659057617188, 310.1105651855469]]"
391,2,8,"[[55.84718704223633, 298.81475830078125, 130.10427856445312, 358.6221923828125]]"
391,2,9,"[[583.2476196289062, 261.1333312988281, 623.3294677734375, 304.33294677734375]]"
392,2,8,"[[54.52880859375, 303.9309997558594, 125.5340805053711, 360.0]]"
392,2,9,"[[576.32763671875, 257.1429443359375, 616.3598022460938, 299.0541687011719]]"
393,2,8,"[[50.339385986328125, 308.38629150390625, 117.65799713134766, 360.0]]"
393,2,9,"[[569.0228881835938, 253.36683654785156, 609.4644775390625, 294.41070556640625]]"
394,2,8,"[[46.80030822753906, 314.106689453125, 109.19548797607422, 360.0]]"
394,2,9,"[[562.2676391601562, 250.05630493164062, 602.5902709960938, 289.6933288574219]]"
395,2,8,"[[41.45163345336914, 319.68560791015625, 100.20015716552734, 360.0]]"
395,2,9,"[[555.5243530273438, 246.65771484375, 594.7661743164062, 283.8609619140625]]"
396,2,8,"[[39.99216079711914, 325.0175476074219, 94.57354736328125, 360.0]]"
396,2,9,"[[548.15771484375, 242.4527587890625, 589.13330078125, 280.21490478515625]]"
397,2,8,"[[39.358123779296875, 331.0044860839844, 88.37005615234375, 360.0]]"
397,2,9,"[[539.8670654296875, 235.76121520996094, 584.7335815429688, 276.4466552734375]]"
398,2,9,"[[534.2467651367188, 234.21435546875, 577.8629150390625, 272.7612609863281]]"
399,2,9,"[[529.8176879882812, 232.5663299560547, 571.8406372070312, 268.6264343261719]]"
400,2,9,"[[525.41796875, 230.42237854003906, 566.4359130859375, 264.5802001953125]]"
401,2,9,"[[519.2588500976562, 226.54774475097656, 561.9549560546875, 261.4395446777344]]"
402,7,9,"[[511.205810546875, 216.7825927734375, 562.046875, 258.62689208984375]]"
403,7,9,"[[505.47833251953125, 211.08103942871094, 558.7368774414062, 255.00732421875]]"
404,7,9,"[[501.59051513671875, 209.02584838867188, 552.06884765625, 250.81005859375]]"
405,7,9,"[[496.45477294921875, 205.2076416015625, 548.3794555664062, 248.5286407470703]]"
406,2,9,"[[496.2356262207031, 209.91075134277344, 540.2494506835938, 245.9066925048828]]"
407,2,9,"[[493.5827331542969, 209.82330322265625, 534.9736328125, 243.03219604492188]]"
408,2,9,"[[490.52099609375, 209.09495544433594, 529.9209594726562, 240.2105255126953]]"
409,2,9,"[[487.2906799316406, 208.64273071289062, 524.6088256835938, 237.45938110351562]]"
410,2,9,"[[483.46929931640625, 206.40223693847656, 521.5260009765625, 235.33303833007812]]"
411,2,9,"[[479.5905456542969, 204.01171875, 518.0767211914062, 232.82020568847656]]"
412,7,9,"[[477.4015197753906, 203.14797973632812, 514.2977905273438, 230.329345703125]]"
413,2,9,"[[474.6175842285156, 201.66998291015625, 511.2472229003906, 228.2848358154297]]"
414,2,9,"[[471.0844421386719, 199.93502807617188, 506.9819641113281, 225.65830993652344]]"
415,2,9,"[[463.9355163574219, 191.687255859375, 508.23358154296875, 223.88572692871094]]"
416,7,9,"[[459.5776672363281, 186.91114807128906, 506.29168701171875, 221.55841064453125]]"
417,7,9,"[[455.6681213378906, 183.4236297607422, 503.8807678222656, 219.84483337402344]]"
418,7,9,"[[452.52825927734375, 180.81109619140625, 500.6610107421875, 217.795654296875]]"
419,7,9,"[[451.663818359375, 181.0622100830078, 497.2008056640625, 216.46627807617188]]"
420,7,9,"[[449.79412841796875, 179.333984375, 493.6150817871094, 213.72866821289062]]"
421,7,9,"[[448.6128845214844, 179.70010375976562, 489.689453125, 212.1410675048828]]"
422,2,9,"[[448.9743347167969, 183.22169494628906, 484.0218811035156, 210.40367126464844]]"
423,2,9,"[[443.6369323730469, 176.16586303710938, 484.82342529296875, 208.69436645507812]]"
424,7,9,"[[440.3063049316406, 172.4258575439453, 483.44073486328125, 207.08602905273438]]"
425,7,9,"[[438.4451904296875, 170.84295654296875, 481.0598449707031, 205.48696899414062]]"
426,7,9,"[[436.9528503417969, 170.00421142578125, 478.19866943359375, 204.04432678222656]]"
427,7,9,"[[438.9452819824219, 175.38877868652344, 471.8857116699219, 202.06472778320312]]"
428,7,9,"[[437.90447998046875, 177.17222595214844, 467.3359680175781, 200.48231506347656]]"
429,5,9,"[[431.1885681152344, 169.5175323486328, 468.8658752441406, 199.89247131347656]]"
430,7,9,"[[433.0098876953125, 174.12631225585938, 463.6553039550781, 198.04673767089844]]"
431,2,9,"[[432.2156066894531, 174.93959045410156, 460.8187561035156, 196.72650146484375]]"
432,2,9,"[[430.1986999511719, 174.6973876953125, 458.1522216796875, 195.61915588378906]]"
433,2,9,"[[427.7059020996094, 172.2922821044922, 456.581298828125, 193.64697265625]]"
434,7,9,"[[426.42413330078125, 171.5753936767578, 455.0509338378906, 192.5373077392578]]"
435,2,9,"[[424.90594482421875, 170.8112335205078, 453.5012512207031, 191.62168884277344]]"
436,2,9,"[[418.9046630859375, 164.06202697753906, 454.3426513671875, 190.4207763671875]]"
437,5,9,"[[415.1605529785156, 159.9143524169922, 453.7840270996094, 189.29103088378906]]"
438,7,9,"[[412.6749572753906, 157.09742736816406, 452.78375244140625, 188.2841796875]]"
439,5,9,"[[411.6507568359375, 155.91648864746094, 451.29449462890625, 187.2493438720703]]"
440,7,9,"[[410.0574951171875, 154.3916778564453, 448.04510498046875, 184.89439392089844]]"
441,7,9,"[[408.7959899902344, 153.6665496826172, 446.0074768066406, 184.0367889404297]]"
442,7,9,"[[408.0335998535156, 153.81011962890625, 443.54693603515625, 183.28053283691406]]"
443,7,9,"[[406.4283142089844, 151.8178253173828, 441.8446350097656, 181.77162170410156]]"
444,7,9,"[[406.0191345214844, 153.03378295898438, 438.9538879394531, 181.28341674804688]]"
445,7,9,"[[404.6429443359375, 151.4664764404297, 437.49859619140625, 180.19317626953125]]"
446,2,9,"[[403.66717529296875, 150.61839294433594, 435.6731262207031, 178.91885375976562]]"
447,2,-1,"[[196.4261474609375, 166.14315795898438, 221.972412109375, 186.92611694335938]]"
447,5,-1,"[[116.33223724365234, 160.31448364257812, 196.28146362304688, 273.4514465332031]]"
447,7,-1,"[[116.77920532226562, 161.4559326171875, 195.49911499023438, 273.451416015625]]"
447,2,-1,"[[194.5404052734375, 159.57415771484375, 222.12615966796875, 187.10760498046875]]"
447,6,-1,"[[403.18536376953125, 148.14047241210938, 482.15521240234375, 177.84024047851562]]"
447,5,-1,"[[403.4459228515625, 147.75511169433594, 482.3641357421875, 177.6502227783203]]"
448,7,-1,"[[113.5123062133789, 159.88980102539062, 195.16116333007812, 277.29718017578125]]"
448,2,-1,"[[195.6943359375, 167.186767578125, 221.60650634765625, 187.4456787109375]]"
448,7,-1,"[[402.170654296875, 149.8484649658203, 429.95751953125, 177.1348114013672]]"
448,5,-1,"[[402.11968994140625, 150.32516479492188, 429.29669189453125, 176.869873046875]]"
449,5,-1,"[[111.48247528076172, 162.19137573242188, 195.74139404296875, 279.65399169921875]]"
449,2,-1,"[[194.34744262695312, 168.14288330078125, 221.16110229492188, 188.2486572265625]]"
449,7,-1,"[[111.94707489013672, 163.14627075195312, 195.27984619140625, 278.9829406738281]]"
450,2,-1,"[[194.09088134765625, 168.84371948242188, 220.78741455078125, 188.51852416992188]]"
450,7,-1,"[[109.26028442382812, 163.1688232421875, 195.28802490234375, 281.5172119140625]]"
450,2,-1,"[[109.53616333007812, 163.7412109375, 195.06130981445312, 280.7275695800781]]"
450,2,-1,"[[401.23382568359375, 158.37982177734375, 426.71173095703125, 175.71209716796875]]"
450,7,-1,"[[400.8302001953125, 151.4989013671875, 426.61822509765625, 175.792236328125]]"
451,2,-1,"[[194.96279907226562, 169.06216430664062, 220.78326416015625, 189.09280395507812]]"
451,2,-1,"[[108.68992614746094, 165.99566650390625, 194.3185272216797, 283.10821533203125]]"
451,7,-1,"[[108.09651184082031, 165.51715087890625, 194.6370391845703, 283.1920166015625]]"
451,2,-1,"[[400.3319091796875, 157.28567504882812, 425.6396484375, 175.25949096679688]]"
451,7,-1,"[[399.9658508300781, 154.60848999023438, 425.5763244628906, 174.902587890625]]"
452,2,10,"[[194.582275390625, 169.69229125976562, 221.12142944335938, 190.28640747070312]]"
453,2,10,"[[193.66928100585938, 170.2826690673828, 220.87890625, 191.4142608642578]]"
454,2,10,"[[193.6060333251953, 171.3505096435547, 220.68423461914062, 192.38002014160156]]"
455,2,10,"[[193.02345275878906, 171.82691955566406, 220.38380432128906, 193.04348754882812]]"
456,2,10,"[[192.62921142578125, 172.62623596191406, 219.63180541992188, 193.51498413085938]]"
457,2,10,"[[192.2684326171875, 172.98709106445312, 219.87014770507812, 194.33889770507812]]"
457,5,11,"[[94.0038833618164, 170.55003356933594, 189.48193359375, 299.20159912109375]]"
458,2,10,"[[191.909423828125, 174.03414916992188, 219.46664428710938, 195.30728149414062]]"
458,5,11,"[[93.23631286621094, 172.08203125, 189.9091339111328, 302.4152526855469]]"
459,2,10,"[[191.0241241455078, 174.84642028808594, 218.78700256347656, 196.18370056152344]]"
459,5,11,"[[90.05365753173828, 173.0852508544922, 188.0574951171875, 305.2381286621094]]"
460,2,10,"[[190.60711669921875, 176.0059814453125, 218.30564880371094, 197.1433868408203]]"
460,5,11,"[[87.75988006591797, 173.75083923339844, 187.37493896484375, 308.0881652832031]]"
461,2,10,"[[190.09539794921875, 177.09933471679688, 217.9956512451172, 198.30380249023438]]"
461,5,11,"[[84.09840393066406, 174.5283660888672, 185.61050415039062, 311.52960205078125]]"
462,2,10,"[[189.3338165283203, 177.54246520996094, 218.11610412597656, 199.37423706054688]]"
462,7,11,"[[81.77230072021484, 175.65284729003906, 184.7300567626953, 314.5926208496094]]"
463,2,10,"[[188.95425415039062, 177.76809692382812, 218.6840362548828, 200.3582000732422]]"
463,7,11,"[[78.112548828125, 177.2837677001953, 182.89752197265625, 318.5968933105469]]"
464,2,10,"[[188.1922149658203, 178.1022491455078, 218.61146545410156, 201.1759490966797]]"
464,7,11,"[[74.9114990234375, 178.15322875976562, 181.49581909179688, 321.77105712890625]]"
465,2,10,"[[188.46615600585938, 179.08349609375, 218.74093627929688, 202.00497436523438]]"
465,7,11,"[[71.54303741455078, 179.48947143554688, 180.04251098632812, 325.5611877441406]]"
466,2,10,"[[187.97300720214844, 179.34124755859375, 219.23956298828125, 203.1127471923828]]"
466,7,11,"[[70.16715240478516, 181.53976440429688, 179.9682159423828, 329.45068359375]]"
467,2,10,"[[186.8854217529297, 180.225341796875, 218.33155822753906, 203.99351501464844]]"
467,2,11,"[[67.60574340820312, 182.54104614257812, 179.30343627929688, 333.2120666503906]]"
468,2,10,"[[186.0861358642578, 180.97032165527344, 217.9905242919922, 204.9824676513672]]"
468,2,11,"[[64.60584259033203, 183.5801239013672, 178.5753936767578, 337.6634826660156]]"
469,2,10,"[[185.68695068359375, 181.78431701660156, 217.95359802246094, 206.00827026367188]]"
469,7,11,"[[60.632545471191406, 185.1555633544922, 176.5973663330078, 341.9309997558594]]"
470,2,10,"[[185.6558074951172, 182.7858123779297, 217.79486083984375, 206.8577117919922]]"
470,7,11,"[[55.17176055908203, 186.07984924316406, 174.0291290283203, 346.3054504394531]]"
471,2,10,"[[185.3047637939453, 183.6582794189453, 217.9930877685547, 208.17337036132812]]"
471,7,11,"[[51.637542724609375, 186.8452911376953, 172.66119384765625, 349.759765625]]"
472,2,10,"[[185.21824645996094, 184.47488403320312, 218.04922485351562, 209.1182861328125]]"
472,7,11,"[[48.531471252441406, 188.0403594970703, 171.47225952148438, 353.4503173828125]]"
473,2,10,"[[185.19100952148438, 184.95663452148438, 218.5445098876953, 210.09130859375]]"
473,7,11,"[[46.33251190185547, 189.6341552734375, 170.05491638183594, 355.65802001953125]]"
474,2,10,"[[184.88717651367188, 185.22084045410156, 219.0101776123047, 211.04647827148438]]"
474,7,11,"[[44.220985412597656, 191.3236083984375, 168.26080322265625, 357.2976989746094]]"
475,2,10,"[[185.0477752685547, 186.87864685058594, 218.3604278564453, 212.0166473388672]]"
475,7,11,"[[42.17779541015625, 193.266845703125, 165.88702392578125, 358.2415466308594]]"
476,2,10,"[[184.4167938232422, 187.7503204345703, 218.2990264892578, 213.34112548828125]]"
476,7,11,"[[40.18027877807617, 194.81314086914062, 163.34544372558594, 357.9786682128906]]"
477,2,10,"[[184.2660369873047, 188.5303192138672, 218.62196350097656, 214.56161499023438]]"
477,7,11,"[[36.5609016418457, 196.322998046875, 159.84039306640625, 358.26715087890625]]"
478,2,10,"[[184.00640869140625, 189.26968383789062, 219.21148681640625, 216.0338897705078]]"
478,7,11,"[[33.2608642578125, 198.11361694335938, 156.27182006835938, 357.59649658203125]]"
479,2,10,"[[184.10763549804688, 190.88999938964844, 218.66195678710938, 217.10250854492188]]"
479,7,11,"[[27.983108520507812, 199.68505859375, 152.16915893554688, 357.91729736328125]]"
480,2,10,"[[183.91830444335938, 192.21360778808594, 218.6008758544922, 218.51947021484375]]"
480,7,11,"[[24.346683502197266, 201.5091094970703, 149.2137451171875, 357.749755859375]]"
481,2,10,"[[183.43157958984375, 192.8009490966797, 219.15997314453125, 219.93519592285156]]"
481,7,11,"[[19.070091247558594, 202.73667907714844, 145.78536987304688, 357.6148376464844]]"
482,2,10,"[[182.13800048828125, 193.24942016601562, 218.75588989257812, 221.16612243652344]]"
482,7,11,"[[15.597253799438477, 204.42723083496094, 143.7749786376953, 358.0433349609375]]"
483,7,10,"[[182.0054168701172, 194.4515838623047, 218.61260986328125, 222.31973266601562]]"
484,2,10,"[[181.93844604492188, 196.10220336914062, 218.56272888183594, 223.90371704101562]]"
485,2,10,"[[181.83853149414062, 197.3468475341797, 218.59384155273438, 225.1272735595703]]"
486,2,10,"[[181.44261169433594, 198.4872283935547, 219.250244140625, 226.99459838867188]]"
486,7,11,"[[12.92780590057373, 213.3926239013672, 134.48915100097656, 354.86444091796875]]"
487,2,10,"[[181.8371124267578, 200.0692596435547, 219.27850341796875, 228.15684509277344]]"
487,7,11,"[[12.81884765625, 215.64120483398438, 133.10336303710938, 352.1138916015625]]"
488,2,10,"[[180.99781799316406, 201.04522705078125, 218.74282836914062, 229.39695739746094]]"
488,7,11,"[[11.142292022705078, 217.55023193359375, 132.54995727539062, 352.74700927734375]]"
489,2,10,"[[180.2238311767578, 202.10293579101562, 218.63729858398438, 231.0113067626953]]"
489,7,11,"[[9.641441345214844, 219.03660583496094, 131.95477294921875, 352.97406005859375]]"
490,2,10,"[[180.1048126220703, 203.59324645996094, 218.8861846923828, 232.7351531982422]]"
490,7,11,"[[11.407547950744629, 220.61720275878906, 129.08900451660156, 346.4879455566406]]"
491,2,10,"[[180.26724243164062, 204.58474731445312, 219.26165771484375, 233.8474578857422]]"
491,7,11,"[[10.09249210357666, 224.17922973632812, 128.05723571777344, 348.36077880859375]]"
492,2,10,"[[179.36985778808594, 205.5206756591797, 219.3278350830078, 235.52685546875]]"
492,7,11,"[[7.6319260597229, 226.6741180419922, 128.16404724121094, 352.1619567871094]]"
493,2,10,"[[178.60728454589844, 206.761962890625, 219.35533142089844, 237.27149963378906]]"
493,7,11,"[[6.821774482727051, 229.67605590820312, 127.60112762451172, 354.2685241699219]]"
494,2,10,"[[178.45037841796875, 208.58981323242188, 219.54861450195312, 239.38433837890625]]"
495,2,10,"[[177.3756103515625, 209.425048828125, 220.44937133789062, 241.75047302246094]]"
496,2,10,"[[178.229248046875, 211.30661010742188, 220.74862670898438, 243.05340576171875]]"
497,2,10,"[[177.40939331054688, 212.14784240722656, 220.13058471679688, 244.27993774414062]]"
498,2,10,"[[176.80206298828125, 213.4248046875, 219.71987915039062, 245.98135375976562]]"
499,2,10,"[[176.37950134277344, 215.5481719970703, 219.06890869140625, 248.1216278076172]]"
500,2,10,"[[176.10684204101562, 216.90953063964844, 218.17819213867188, 249.08181762695312]]"
501,2,10,"[[175.8608856201172, 218.78460693359375, 217.57376098632812, 250.7023162841797]]"
502,2,10,"[[175.6673126220703, 220.55679321289062, 217.9033660888672, 252.97752380371094]]"
503,2,10,"[[173.52003479003906, 222.3708953857422, 218.27964782714844, 256.6695251464844]]"
504,2,10,"[[172.79058837890625, 224.24623107910156, 218.35537719726562, 258.9979553222656]]"
505,2,10,"[[171.43943786621094, 225.34881591796875, 218.90089416503906, 261.6304626464844]]"
506,2,10,"[[171.53297424316406, 227.23838806152344, 218.76565551757812, 263.39703369140625]]"
507,2,10,"[[170.88819885253906, 228.2996368408203, 219.4155731201172, 265.7189025878906]]"
508,2,10,"[[170.25384521484375, 230.27072143554688, 219.37496948242188, 268.3408203125]]"
509,2,10,"[[170.09486389160156, 232.3396453857422, 219.5773468017578, 270.7898254394531]]"
510,2,10,"[[168.9721221923828, 234.5704803466797, 219.37742614746094, 273.7790832519531]]"
511,2,10,"[[168.24542236328125, 236.30604553222656, 219.13543701171875, 276.09307861328125]]"
512,2,10,"[[167.54440307617188, 237.92910766601562, 219.03582763671875, 278.3614807128906]]"
513,2,10,"[[167.80838012695312, 240.16009521484375, 219.83126831054688, 281.2204895019531]]"
514,2,10,"[[167.95370483398438, 243.96371459960938, 218.9241180419922, 284.2190246582031]]"
515,2,10,"[[167.53887939453125, 246.7004852294922, 218.66152954101562, 287.0526123046875]]"
516,2,10,"[[166.15599060058594, 248.89515686035156, 219.52774047851562, 291.06085205078125]]"
517,2,10,"[[165.7467498779297, 251.4388427734375, 218.68405151367188, 293.3648986816406]]"
518,2,10,"[[164.55255126953125, 253.52061462402344, 218.7525634765625, 296.5870056152344]]"
519,2,10,"[[163.56202697753906, 255.73025512695312, 218.9220733642578, 299.8772888183594]]"
520,2,10,"[[162.47525024414062, 257.58111572265625, 219.38449096679688, 303.23162841796875]]"
521,2,10,"[[161.03610229492188, 259.9217529296875, 219.26412963867188, 306.8744812011719]]"
522,2,10,"[[160.80299377441406, 262.8379211425781, 219.08953857421875, 310.0560302734375]]"
523,2,10,"[[160.0550537109375, 266.2789306640625, 218.589111328125, 313.71136474609375]]"
524,2,10,"[[158.35446166992188, 267.6277160644531, 219.53858947753906, 317.66400146484375]]"
525,2,10,"[[158.1701202392578, 271.8418884277344, 218.88206481933594, 321.5521240234375]]"
526,2,10,"[[157.25634765625, 274.66009521484375, 218.8338623046875, 325.2990417480469]]"
527,2,10,"[[154.3916473388672, 278.8055419921875, 218.91607666015625, 331.88897705078125]]"
528,7,10,"[[150.37400817871094, 274.0096435546875, 227.4131622314453, 337.818359375]]"
529,2,10,"[[151.74127197265625, 282.0132141113281, 222.0413055419922, 340.4748840332031]]"
530,2,10,"[[148.11492919921875, 287.06451416015625, 219.9968719482422, 346.8746643066406]]"
531,2,10,"[[145.4760284423828, 290.7084045410156, 219.7981719970703, 352.58087158203125]]"
532,2,10,"[[144.8030242919922, 296.24261474609375, 218.3655242919922, 357.34259033203125]]"
533,2,10,"[[145.14617919921875, 300.6929931640625, 216.98260498046875, 359.947998046875]]"
534,2,10,"[[144.85389709472656, 304.504150390625, 214.86685180664062, 360.0]]"
535,2,10,"[[146.47801208496094, 309.7852783203125, 211.59532165527344, 360.0]]"
536,2,10,"[[147.21939086914062, 311.88653564453125, 211.0753936767578, 360.0]]"
537,2,10,"[[150.0502166748047, 319.0733947753906, 207.25637817382812, 360.0]]"
